"player_id","player_name","nickname","team_id","team_abbreviation","age","gp","w","l","w_pct","min","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","tov","stl","blk","blka","pf","pfd","pts","plus_minus","nba_fantasy_pts","dd2","td3","wnba_fantasy_pts","gp_rank","w_rank","l_rank","w_pct_rank","min_rank","fgm_rank","fga_rank","fg_pct_rank","fg3m_rank","fg3a_rank","fg3_pct_rank","ftm_rank","fta_rank","ft_pct_rank","oreb_rank","dreb_rank","reb_rank","ast_rank","tov_rank","stl_rank","blk_rank","blka_rank","pf_rank","pfd_rank","pts_rank","plus_minus_rank","nba_fantasy_pts_rank","dd2_rank","td3_rank","wnba_fantasy_pts_rank","team_count"
1643410,"Caleb Wilson","Caleb",1610612741,"CHI",19,1,0,1,0,32.9,12,21,0.571,7,11,0.636,2,6,0.333,3,2,5,0,6,2,3,1,2,8,35,-11,50,0,0,57,1,25,1,25,2,1,1,7,1,1,5,15,6,34,7,28,16,40,2,8,2,11,26,3,1,42,2,6,1,1,1
1643409,"Cameron Boozer","Cameron",1610612763,"MEM",18,1,1,0,1,27.2,7,12,0.583,1,1,1,5,5,1,1,5,6,4,4,1,1,1,7,6,23,1,38.2,0,0,38,1,1,28,1,18,6,18,6,19,35,1,5,8,1,21,7,11,6,3,16,11,11,3,7,6,26,7,6,1,6,1
1643418,"Cameron Carr","Cameron",1610612747,"LAL",21,1,1,0,1,28.9,7,13,0.538,1,5,0.2,2,3,0.667,0,2,2,1,2,1,2,0,3,4,18,10,28.9,0,0,28,1,1,28,1,10,6,13,14,19,14,26,15,16,24,37,28,40,29,15,16,4,29,17,15,14,10,20,6,1,20,1
1643416,"Chris Cenac Jr.","Chris",1610612738,"BOS",19,1,1,0,1,29,5,13,0.385,2,4,0.5,1,1,1,5,5,10,0,3,1,4,1,3,1,14,8,38,1,0,36,1,1,28,1,9,21,13,26,10,23,7,22,26,1,1,7,3,40,8,16,1,11,17,35,23,14,9,1,1,9,1
1643515,"Christian Anderson","Christian",1610612766,"CHA",20,1,1,0,1,22.9,2,9,0.222,0,4,0,0,0,0,0,0,0,2,2,0,0,1,0,1,4,2,5,0,0,6,1,1,28,1,32,32,26,44,32,23,32,36,41,36,37,47,49,20,15,37,28,11,49,35,40,22,49,6,1,49,1
1643517,"Dailyn Swain","Dailyn",1610612741,"CHI",20,1,0,1,0,30.6,3,10,0.3,0,3,0,1,1,1,1,3,4,3,2,1,0,1,4,1,7,2,17.3,0,0,16,1,25,1,25,3,28,24,36,32,28,32,22,26,1,21,20,24,11,15,16,28,11,12,35,32,22,36,6,1,35,1
1643411,"Darius Acuff Jr.","Darius",1610612758,"SAC",19,1,1,0,1,28,6,20,0.3,3,9,0.333,2,4,0.5,0,3,3,7,4,2,1,1,1,5,19,3,38.1,0,0,38,1,1,28,1,15,13,2,36,4,4,19,15,10,28,37,20,31,2,3,8,11,11,38,11,12,20,8,6,1,6,1
1643408,"Darryn Peterson","Darryn",1610612762,"UTA",19,1,0,1,0,29.7,6,18,0.333,2,7,0.286,6,8,0.75,2,1,3,3,8,0,1,0,9,13,24,-9,27.1,0,0,34,1,25,1,25,6,13,4,28,10,11,23,4,1,21,13,38,31,11,1,37,11,29,1,1,4,37,24,6,1,10,1
1641759,"Dillon Mitchell","Dillon",1610612738,"BOS",22,1,1,0,1,25.6,2,6,0.333,0,0,0,0,1,0,2,1,3,0,2,2,2,4,2,2,4,-11,17.6,0,0,15,1,1,28,1,27,32,38,28,32,44,32,36,26,36,13,38,31,40,15,8,4,1,26,28,40,42,35,6,1,37,1
1643536,"Ebuka Okorie","Ebuka",1610612765,"DET",19,1,0,1,0,29.8,8,16,0.5,2,5,0.4,1,1,1,0,1,1,4,1,2,0,1,1,4,20,-18,32.2,0,0,31,1,25,1,25,5,4,7,15,10,14,11,22,26,1,37,38,45,6,29,8,28,11,38,15,9,50,15,6,1,16,1
